trial_type,trial_index,time_elapsed,internal_node_id,PIS,consent,participantAge,participantGender,participantHandedness,startTime,ageRT,genderRT,handednessRT,totalRT,stimulus,feedback,number,start_time,response_time,end_time,delta_response_time,button,button_label,correct,incorrect,distribution_mean,distribution_variance,distribution_std,distribution_name,spaceship_class,drop_location,boundary,distance_to_bound,confidence_response_time,delta_confidence_response_time,confidence,block,coins,sliderMove,sliderStartValue,feedback_strategy,feedback_technical,feedback_comments,PID,confidenceRT,binnedConfidence,flippedLocation,recentredFlipLocation,distanceBin,binnedLocation,rawLocation,stimulustype,distributiontype
jspsych-experimentscreen,112,714683,0.0-112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,723645.695000014,725267.0349999971,730100.265000015,1621.33999998332,1,Zap,1,0,222,6400,80,narrow,blue1,225,350,125,730099.799999996,4832.7649999992,96,1,0,82,14,NA,NA,NA,56,4832.7649999992,4,225,225,4,3,225,1,1
jspsych-experimentscreen,113,722728,0.0-113.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,730106.410000008,731863.554999989,738145.409999997,1757.1449999813922,0,Retrieve,1,0,522,19600,140,wide,orange1,388,350,38,738145.06000001,6281.50500002084,88,1,3,62,26,NA,NA,NA,56,6281.50500002084,4,388,388,2,7,388,0,0
jspsych-experimentscreen,114,730137,0.0-114.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,738150.339999993,740380.1199999871,745554.55500001,2229.779999994207,1,Zap,1,0,222,6400,80,narrow,blue1,219,350,131,745554.21000000206,5174.09000001498,46,1,0,27,19,NA,NA,NA,56,5174.09000001498,1,219,219,4,3,219,1,1
jspsych-experimentscreen,115,737231,0.0-115.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,745559.739999997,747543.7650000094,752649.109999998,1984.0250000124797,0,Retrieve,0,1,222,6400,80,narrow,blue1,274,350,76,752648.779999989,5105.01499997918,40,1,-3,-60,100,NA,NA,NA,56,5105.01499997918,1,274,274,3,4,274,1,1
jspsych-experimentscreen,116,745736,0.0-116.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,752653.489999997,756029.1349999898,761153.530000011,3375.644999992801,1,Zap,1,0,222,6400,80,narrow,blue1,239,350,111,761153.229999996,5124.09500000649,5,1,0,94,99,NA,NA,NA,56,5124.09500000649,1,239,239,4,3,239,1,1
jspsych-experimentscreen,117,751833,0.0-117.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,761158.064999996,762945.864999987,767250.144999998,1787.7999999909662,0,Retrieve,1,0,522,19600,140,wide,orange1,502,350,152,767249.765000015,4303.90000002808,86,1,3,40,46,NA,NA,NA,56,4303.90000002808,4,502,502,5,10,502,0,0
jspsych-experimentscreen,118,757259,0.0-118.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,767257.095000008,768911.9549999887,772676.800000016,1654.8599999805447,1,Zap,1,0,222,6400,80,narrow,blue1,158,350,192,772676.600000006,3764.64500001748,85,1,0,70,15,NA,NA,NA,56,3764.64500001748,4,158,158,6,1,158,1,1
jspsych-experimentscreen,119,765776,0.0-119.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,772681.570000015,776311.6699999955,781192.86000001,3630.0999999803025,0,Retrieve,1,0,522,19600,140,wide,orange1,381,350,31,781192.370000004,4880.7000000088,54,1,3,19,73,NA,NA,NA,56,4880.7000000088,2,381,381,2,7,381,0,0
jspsych-experimentscreen,120,771478,0.0-120.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,781197.539999994,782749.7999999905,786894.900000014,1552.2599999967497,0,Retrieve,1,0,522,19600,140,wide,orange1,428,350,78,786894.570000004,4144.77000001352,94,1,3,79,15,NA,NA,NA,56,4144.77000001352,4,428,428,3,8,428,0,0
jspsych-experimentscreen,121,777433,0.0-121.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,786901.004999992,788723.6750000156,792850.505000009,1822.6700000232086,1,Zap,1,0,222,6400,80,narrow,blue1,326,350,24,792850.319999998,4126.64499998209,48,1,0,19,67,NA,NA,NA,56,4126.64499998209,2,326,326,2,5,326,1,1
jspsych-experimentscreen,122,783196,0.0-122.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,792855.444999994,794574.4650000124,798613.424999989,1719.020000018645,0,Retrieve,1,0,522,19600,140,wide,orange1,561,350,211,798613.039999997,4038.57499998412,100,1,3,-20,80,NA,NA,NA,56,4038.57499998412,5,561,561,6,11,561,0,0
jspsych-experimentscreen,123,790660,0.0-123.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,798619.544999994,800413.670000009,806077.140000009,1794.1250000149012,0,Retrieve,1,0,522,19600,140,wide,orange1,474,350,124,806076.954999997,5663.28499998781,95,1,3,88,7,NA,NA,NA,56,5663.28499998781,4,474,474,4,9,474,0,0
jspsych-experimentscreen,124,797022,0.0-124.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,806082.025000011,807763.4700000053,812438.519999996,1681.44499999471,1,Zap,1,0,222,6400,80,narrow,blue1,331,350,19,812437.644999998,4674.17499999283,46,1,0,33,13,NA,NA,NA,56,4674.17499999283,1,331,331,1,6,331,1,1
jspsych-experimentscreen,125,803122,0.0-125.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,812445.880000014,814218.835000007,818539.359999995,1772.9549999930896,0,Retrieve,1,0,522,19600,140,wide,orange1,473,350,123,818539.12999999,4320.29499998316,85,1,3,18,67,NA,NA,NA,56,4320.29499998316,4,473,473,4,9,473,0,0
jspsych-experimentscreen,126,809266,0.0-126.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,818544.434999989,820214.6950000024,824683.144999988,1670.2600000135135,1,Zap,1,0,222,6400,80,narrow,blue1,288,350,62,824682.670000009,4467.97500000685,24,1,0,23,47,NA,NA,NA,56,4467.97500000685,1,288,288,3,4,288,1,1
jspsych-experimentscreen,127,816485,0.0-127.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,824690.340000001,826446.020000003,831902.174999996,1755.6800000020303,0,Retrieve,1,0,522,19600,140,wide,orange1,506,350,156,831901.944999991,5455.92499998747,76,1,3,63,13,NA,NA,NA,56,5455.92499998747,3,506,506,5,10,506,0,0
jspsych-experimentscreen,128,822353,0.0-128.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,831906.814999995,833606.9150000112,837770.185000001,1700.1000000163913,1,Zap,1,0,222,6400,80,narrow,blue1,279,350,71,837769.99500001,4163.07999999844,39,1,0,25,14,NA,NA,NA,56,4163.07999999844,1,279,279,3,4,279,1,1
jspsych-experimentscreen,129,830455,0.0-129.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,837774.674999993,839366.7650000134,845873.019999999,1592.0900000201073,0,Retrieve,1,0,522,19600,140,wide,orange1,529,350,179,845872.68,6505.914999987,100,1,3,-64,36,NA,NA,NA,56,6505.914999987,5,529,529,5,10,529,0,0
jspsych-experimentscreen,130,837174,0.0-130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,845878.350000014,847713.7649999931,852591.965,1835.4149999795482,1,Zap,1,0,222,6400,80,narrow,blue1,273,350,77,852591.769999999,4878.00500000594,26,1,0,14,12,NA,NA,NA,56,4878.00500000594,1,273,273,3,4,273,1,1
jspsych-experimentscreen,131,845099,0.0-131.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,852598.694999993,854141.2500000151,860516.969999997,1542.555000021821,0,Retrieve,1,0,522,19600,140,wide,orange1,446,350,96,860516.774999996,6375.52499998128,71,1,3,1,70,NA,NA,NA,56,6375.52499998128,3,446,446,3,8,446,0,0
jspsych-experimentscreen,132,851623,0.0-132.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,860524.769999989,862114.5499999984,867041.245,1589.7800000093412,0,Retrieve,1,0,522,19600,140,wide,orange1,396,350,46,867040.955000004,4926.40500000562,79,1,3,26,53,NA,NA,NA,56,4926.40500000562,3,396,396,2,7,396,0,0
jspsych-experimentscreen,133,861957,0.0-133.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,867046.499999997,868635.2499999921,877374.544999999,1588.7499999953434,1,Zap,1,0,222,6400,80,narrow,blue1,304,350,46,877374.349999998,8739.10000000615,75,1,0,4,79,NA,NA,NA,56,8739.10000000615,3,304,304,2,5,304,1,1
jspsych-experimentscreen,134,869479,0.0-134.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,877382.87500001,880704.5450000151,884897.189999989,3321.670000004815,1,Zap,0,1,522,19600,140,wide,orange1,372,350,22,884896.964999993,4192.41999997757,16,1,0,69,85,NA,NA,NA,56,4192.41999997757,1,372,372,2,7,372,0,0
jspsych-experimentscreen,135,875533,0.0-135.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,884902.445000014,887014.4950000104,890950.810000009,2112.0499999960884,1,Zap,1,0,222,6400,80,narrow,blue1,185,350,165,890950.604999991,3936.10999998054,92,1,0,24,68,NA,NA,NA,56,3936.10999998054,4,185,185,5,2,185,1,1
jspsych-experimentscreen,136,880844,0.0-136.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,890959.730000002,892715.2899999928,896262.170000002,1755.5599999905098,0,Retrieve,1,0,522,19600,140,wide,orange1,508,350,158,896261.434999993,3546.14500000025,76,1,3,23,53,NA,NA,NA,56,3546.14500000025,3,508,508,5,10,508,0,0
jspsych-experimentscreen,137,887248,0.0-137.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,896269.219999987,898082.3249999958,902665.385,1813.1050000083633,1,Zap,1,0,222,6400,80,narrow,blue1,200,350,150,902665.19,4582.86500000395,64,1,0,1,65,NA,NA,NA,56,4582.86500000395,2,200,200,5,2,200,1,1
jspsych-experimentscreen,138,893429,0.0-138.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,902670.675000001,904389.3000000098,908845.80499999,1718.6250000086147,0,Retrieve,1,0,522,19600,140,wide,orange1,432,350,82,908845.620000007,4456.3199999975,69,1,3,65,4,NA,NA,NA,56,4456.3199999975,3,432,432,3,8,432,0,0
jspsych-experimentscreen,139,898767,0.0-139.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,908851.064999995,910483.2100000058,914183.959999995,1632.145000010496,0,Retrieve,1,0,522,19600,140,wide,orange1,476,350,126,914183.760000014,3700.55000000866,100,1,3,-64,36,NA,NA,NA,56,3700.55000000866,5,476,476,4,9,476,0,0
jspsych-experimentscreen,140,905535,0.0-140.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,914189.145000011,915840.1749999903,920951.845000003,1651.0299999790732,1,Zap,1,0,222,6400,80,narrow,blue1,171,350,179,920951.659999992,5111.48500000127,68,1,0,-59,9,NA,NA,NA,56,5111.48500000127,3,171,171,5,2,171,1,1
jspsych-experimentscreen,141,912185,0.0-141.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,920960.289999988,922812.9849999968,927602.179999987,1852.69500000868,0,Retrieve,1,0,522,19600,140,wide,orange1,420,350,70,927601.995000005,4789.01000000769,72,1,3,50,22,NA,NA,NA,56,4789.01000000769,3,420,420,3,8,420,0,0
jspsych-experimentscreen,142,918345,0.0-142.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,927610.600000015,929180.2449999959,933762.370000011,1569.6449999813922,0,Retrieve,1,0,522,19600,140,wide,orange1,465,350,115,933762.179999991,4581.9349999947,91,1,3,5,96,NA,NA,NA,56,4581.9349999947,4,465,465,4,9,465,0,0
jspsych-experimentscreen,143,926496,0.0-143.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,933767.865000002,937788.4250000061,941912.929999991,4020.5600000044797,0,Retrieve,0,1,222,6400,80,narrow,blue1,370,350,20,941912.375000014,4123.95000000834,68,1,-3,15,53,NA,NA,NA,56,4123.95000000834,3,370,370,1,6,370,1,1
jspsych-experimentscreen,144,932420,0.0-144.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,941920.004999993,943526.910000015,947836.955000006,1606.9050000223797,0,Retrieve,1,0,522,19600,140,wide,orange1,443,350,93,947836.719999992,4309.80999997701,73,1,3,72,1,NA,NA,NA,56,4309.80999997701,3,443,443,3,8,443,0,0
jspsych-experimentscreen,145,943635,0.0-145.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,947844.219999999,953820.8950000117,959052.200000006,5976.675000012619,0,Retrieve,1,0,522,19600,140,wide,orange1,634,350,284,959051.659999997,5230.76499998569,26,1,3,15,11,NA,NA,NA,56,5230.76499998569,1,634,634,6,11,634,0,0
jspsych-experimentscreen,146,951176,0.0-146.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,959059.199999989,961576.5149999934,966593.28500001,2517.3150000046007,1,Zap,0,1,522,19600,140,wide,orange1,439,350,89,966592.464999994,5015.95000000088,44,1,0,-38,6,NA,NA,NA,56,5015.95000000088,1,439,439,3,8,439,0,0
jspsych-experimentscreen,147,956404,0.0-147.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,966600.020000013,968120.6799999927,971821.10500001,1520.6599999801256,1,Zap,1,0,222,6400,80,narrow,blue1,364,350,14,971820.919999998,3700.24000000558,63,1,0,28,35,NA,NA,NA,56,3700.24000000558,2,364,364,1,6,364,1,1
jspsych-experimentscreen,148,961947,0.0-148.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,971826.655000012,973338.2400000119,977363.864999992,1511.5850000001956,1,Zap,1,0,222,6400,80,narrow,blue1,265,350,85,977363.669999992,4025.42999997968,85,1,0,81,4,NA,NA,NA,56,4025.42999997968,4,265,265,3,4,265,1,1
jspsych-experimentscreen,149,967245,0.0-149.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,977372.464999993,978940.8600000024,982662.21000001,1568.3950000093319,1,Zap,1,0,222,6400,80,narrow,blue1,307,350,43,982662.000000011,3721.14000000875,88,1,0,37,51,NA,NA,NA,56,3721.14000000875,4,307,307,2,5,307,1,1
jspsych-experimentscreen,150,972594,0.0-150.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,982667.604999995,984230.2450000134,988010.71000000206,1562.6400000182912,0,Retrieve,1,0,522,19600,140,wide,orange1,472,350,122,988010.204999999,3779.95999998529,83,1,3,56,27,NA,NA,NA,56,3779.95999998529,4,472,472,4,9,472,0,0
jspsych-experimentscreen,151,979045,0.0-151.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,988017.649999994,989635.2900000056,994462.664999999,1617.6400000113063,0,Retrieve,1,0,522,19600,140,wide,orange1,409,350,59,994462.469999999,4827.17999999295,90,1,3,87,3,NA,NA,NA,56,4827.17999999295,4,409,409,2,7,409,0,0
jspsych-experimentscreen,152,988701,0.0-152.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,994467.884999991,999123.7299999921,1004117.80499999,4655.845000001136,1,Zap,0,1,522,19600,140,wide,orange1,337,350,13,1004117.615,4993.8850000035,38,1,0,-34,4,NA,NA,NA,56,4993.8850000035,1,337,337,1,6,337,0,0
jspsych-experimentscreen,153,995976,0.0-153.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1004126.20500001,1007556.2299999874,1011393.775,3430.0249999796506,1,Zap,1,0,222,6400,80,narrow,blue1,327,350,23,1011393.545,3837.31500001159,22,1,0,19,41,NA,NA,NA,56,3837.31500001159,1,327,327,2,5,327,1,1
jspsych-experimentscreen,154,1004506,0.0-154.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1011401.64,1012999.5749999944,1019923.01,1597.9349999979604,0,Retrieve,1,0,522,19600,140,wide,orange1,527,350,177,1019922.80500001,6923.23000001488,68,1,3,67,1,NA,NA,NA,56,6923.23000001488,3,527,527,5,10,527,0,0
jspsych-experimentscreen,221,1177945,0.0-221.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1183614.275,1187796.009999991,1193362.10999999,4181.734999991022,1,Zap,1,0,278,19600,140,wide,blue1,393,450,57,1193361.89,5565.8800000092,62,2,0,37,25,NA,NA,NA,56,5565.8800000092,2,507,407,2,7,507,1,0
jspsych-experimentscreen,222,1184871,0.0-222.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1193373.055,1195899.2800000124,1200287.79999999,2526.225000008708,0,Retrieve,1,0,578,6400,80,narrow,orange1,448,450,2,1200287.61,4388.32999998704,80,2,3,36,44,NA,NA,NA,56,4388.32999998704,3,452,352,1,6,452,0,1
jspsych-experimentscreen,223,1190572,0.0-223.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1200303.89000001,1202159.645000007,1205988.97500001,1855.7549999968614,0,Retrieve,1,0,578,6400,80,narrow,orange1,786,450,336,1205988.755,3829.10999999149,100,2,3,-64,36,NA,NA,NA,56,3829.10999999149,5,114,14,6,1,114,0,1
jspsych-experimentscreen,224,1198029,0.0-224.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1205997.78000001,1209505.2699999942,1213445.565,3507.4899999890476,0,Retrieve,0,1,278,19600,140,wide,blue1,406,450,44,1213445.19500001,3939.92500001332,72,2,-3,14,86,NA,NA,NA,56,3939.92500001332,3,494,394,2,7,494,1,0
jspsych-experimentscreen,225,1204148,0.0-225.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1213455.09500001,1215434.0450000018,1219565.5,1978.9499999897089,1,Zap,1,0,278,19600,140,wide,blue1,311,450,139,1219565.29500001,4131.25000000582,81,2,0,11,70,NA,NA,NA,56,4131.25000000582,4,589,489,4,9,589,1,0
jspsych-experimentscreen,226,1212023,0.0-226.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1219573.62000001,1222406.2100000156,1227440.18000001,2832.590000005439,0,Retrieve,1,0,578,6400,80,narrow,orange1,483,450,33,1227439.99000001,5033.77999999793,76,2,3,63,13,NA,NA,NA,56,5033.77999999793,3,417,317,2,5,417,0,1
jspsych-experimentscreen,227,1224702,0.0-227.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1227451.89500001,1233665.0399999926,1240119.39000001,6213.14499998698,1,Zap,1,0,278,19600,140,wide,blue1,370,450,80,1240119.11,6454.07000000705,34,2,0,3,31,NA,NA,NA,56,6454.07000000705,1,530,430,3,8,530,1,0
jspsych-experimentscreen,228,1230392,0.0-228.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1240127.58999999,1241824.4000000122,1245808.77999999,1696.810000023106,0,Retrieve,1,0,578,6400,80,narrow,orange1,531,450,81,1245808.59500001,3984.19499999727,99,2,3,18,81,NA,NA,NA,56,3984.19499999727,5,369,269,3,4,369,0,1
jspsych-experimentscreen,229,1236055,0.0-229.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1245820.45,1247494.9699999997,1251471.17,1674.5200000004843,0,Retrieve,1,0,578,6400,80,narrow,orange1,535,450,85,1251470.825,3975.85499999695,100,2,3,-68,32,NA,NA,NA,56,3975.85499999695,5,365,265,3,4,365,0,1
jspsych-experimentscreen,230,1242223,0.0-230.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1251481.86500001,1253458.5249999946,1257640.00499999,1976.6599999857135,1,Zap,1,0,278,19600,140,wide,blue1,314,450,136,1257639.685,4181.16000000737,100,2,0,-28,72,NA,NA,NA,56,4181.16000000737,5,586,486,4,9,586,1,0
jspsych-experimentscreen,231,1248570,0.0-231.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1257648.63000001,1260214.4750000152,1263987.15,2565.8450000046287,0,Retrieve,1,0,578,6400,80,narrow,orange1,564,450,114,1263986.78500002,3772.31000000029,100,2,3,-3,97,NA,NA,NA,56,3772.31000000029,5,336,236,4,3,336,0,1
jspsych-experimentscreen,232,1253944,0.0-232.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1263996.48,1265718.3099999966,1269361.24999999,1721.8299999949522,0,Retrieve,1,0,578,6400,80,narrow,orange1,570,450,120,1269361.03500001,3642.72500001243,100,2,3,-69,31,NA,NA,NA,56,3642.72500001243,5,330,230,4,3,330,0,1
jspsych-experimentscreen,233,1259793,0.0-233.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1269373.09499999,1271006.2749999925,1275209.51000002,1633.1800000043586,0,Retrieve,1,0,578,6400,80,narrow,orange1,515,450,65,1275208.22999999,4201.95499999681,100,2,3,-69,31,NA,NA,NA,56,4201.95499999681,5,385,285,3,4,385,0,1
jspsych-experimentscreen,234,1268711,0.0-234.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1275226.23999999,1279850.3999999957,1284128.295,4624.160000006668,1,Zap,0,1,578,6400,80,narrow,orange1,442,450,8,1284128.065,4277.66500000143,24,2,0,41,65,NA,NA,NA,56,4277.66500000143,1,458,358,1,6,458,0,1
jspsych-experimentscreen,235,1274529,0.0-235.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1284137.25999999,1285822.3949999956,1289946.41,1685.1350000069942,1,Zap,1,0,278,19600,140,wide,blue1,377,450,73,1289946.05,4123.65500000305,68,2,0,38,30,NA,NA,NA,56,4123.65500000305,3,523,423,3,8,523,1,0
jspsych-experimentscreen,236,1279738,0.0-236.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1289955.27500001,1291580.6950000115,1295154.52499999,1625.4199999966659,0,Retrieve,1,0,578,6400,80,narrow,orange1,600,450,150,1295154.23499999,3573.53999998304,100,2,3,-36,64,NA,NA,NA,56,3573.53999998304,5,300,200,5,2,300,0,1
jspsych-experimentscreen,237,1287179,0.0-237.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1295166.28999999,1298621.2600000144,1302596.315,3454.970000020694,0,Retrieve,0,1,278,19600,140,wide,blue1,414,450,36,1302596.12500001,3974.8649999965,40,2,-3,46,86,NA,NA,NA,56,3974.8649999965,1,486,386,2,7,486,1,0
jspsych-experimentscreen,238,1292812,0.0-238.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1302607.48999999,1304358.9450000145,1308229.445,1751.4550000196323,0,Retrieve,1,0,578,6400,80,narrow,orange1,572,450,122,1308229.11000001,3870.16500000027,100,2,3,-69,31,NA,NA,NA,56,3870.16500000027,5,328,228,4,3,328,0,1
jspsych-experimentscreen,239,1300594,0.0-239.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1308239.26999999,1311290.71999999,1316011.18999999,3051.449999999022,1,Zap,1,0,278,19600,140,wide,blue1,376,450,74,1316011.00500001,4720.28500001761,62,2,0,52,10,NA,NA,NA,56,4720.28500001761,2,524,424,3,8,524,1,0
jspsych-experimentscreen,240,1306126,0.0-240.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1316023.22999999,1317559.19,1321543.16999999,1535.9600000083447,1,Zap,1,0,278,19600,140,wide,blue1,288,450,162,1321542.98,3983.78999999841,100,2,0,-40,60,NA,NA,NA,56,3983.78999999841,5,612,512,5,10,612,1,0
jspsych-experimentscreen,241,1312060,0.0-241.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1321555.45000001,1323736.42500001,1327477.40500001,2180.9749999956694,0,Retrieve,1,0,578,6400,80,narrow,orange1,503,450,53,1327477.22,3740.79499999061,90,2,3,69,21,NA,NA,NA,56,3740.79499999061,4,397,297,2,5,397,0,1
jspsych-experimentscreen,242,1317660,0.0-242.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1327490.09500002,1329141.2450000062,1333077.59500001,1651.1499999905936,1,Zap,1,0,278,19600,140,wide,blue1,258,450,192,1333077.365,3936.11999999848,100,2,0,-44,56,NA,NA,NA,56,3936.11999999848,5,642,542,6,11,642,1,0
jspsych-experimentscreen,243,1324445,0.0-243.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1333086.34000001,1335170.8849999995,1339862.59500001,2084.5449999906123,1,Zap,1,0,278,19600,140,wide,blue1,412,450,38,1339862.36,4691.47499999963,32,2,0,44,76,NA,NA,NA,56,4691.47499999963,1,488,388,2,7,488,1,0
jspsych-experimentscreen,244,1331270,0.0-244.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1339875.015,1341987.0050000027,1346687.39500002,2111.99000000488,1,Zap,1,0,278,19600,140,wide,blue1,408,450,42,1346687.03500001,4700.03000000725,36,2,0,33,3,NA,NA,NA,56,4700.03000000725,1,492,392,2,7,492,1,0
jspsych-experimentscreen,245,1337801,0.0-245.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1346702.425,1348860.3000000003,1353217.94999999,2157.875000004424,1,Zap,1,0,278,19600,140,wide,blue1,314,450,136,1353217.68500001,4357.38500001025,60,2,0,38,98,NA,NA,NA,56,4357.38500001025,2,586,486,4,9,586,1,0
jspsych-experimentscreen,246,1346495,0.0-246.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1353228.54000001,1356097.9649999936,1361912.03000001,2869.4249999825843,1,Zap,1,0,278,19600,140,wide,blue1,341,450,109,1361911.845,5813.88000000152,9,2,0,-47,56,NA,NA,NA,56,5813.88000000152,1,559,459,4,9,559,1,0
jspsych-experimentscreen,247,1353281,0.0-247.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1361923.61,1364643.3599999873,1368698.71500001,2719.74999998929,1,Zap,1,0,278,19600,140,wide,blue1,321,450,129,1368698.26999999,4054.9100000062,64,2,0,24,40,NA,NA,NA,56,4054.9100000062,2,579,479,4,9,579,1,0
jspsych-experimentscreen,248,1358439,0.0-248.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange1,NA,NA,1368707.92000002,1370107.4650000082,1373856.43499999,1399.5449999929406,0,Retrieve,1,0,578,6400,80,narrow,orange1,717,450,267,1373856.20000001,3748.73500000103,100,2,3,-87,13,NA,NA,NA,56,3748.73500000103,5,183,83,6,1,183,0,1
jspsych-experimentscreen,249,1364049,0.0-249.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue1,NA,NA,1373868.005,1375501.0550000006,1379466.37499999,1633.0500000040047,1,Zap,1,0,278,19600,140,wide,blue1,174,450,276,1379466.14500001,3965.09000001242,100,2,0,-60,40,NA,NA,NA,56,3965.09000001242,5,726,626,6,11,726,1,0
